Sample Name	Protocol REF	Parameter Value[Post Extraction]	Term Source REF	Term Accession Number	Parameter Value[Derivatization]	Term Source REF	Term Accession Number	Extract Name	Protocol REF	Parameter Value[Chromatography Instrument]	Term Source REF	Term Accession Number	Parameter Value[Column model]	Term Source REF	Term Accession Number	Parameter Value[Column type]	Term Source REF	Term Accession Number	Labeled Extract Name	Label	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Scan polarity]	Term Source REF	Term Accession Number	Parameter Value[Scan m/z range]	Term Source REF	Term Accession Number	Parameter Value[Instrument]	Term Source REF	Term Accession Number	Parameter Value[Ion source]	Term Source REF	Term Accession Number	Parameter Value[Mass analyzer]	Term Source REF	Term Accession Number	MS Assay Name	Raw Spectral Data File	Protocol REF	Normalization Name	Derived Spectral Data File	Protocol REF	Data Transformation Name	Metabolite Assignment File
SD-B00303	Extraction	isopropanol			none			SD-B00303	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 μm, 2.1 mm x 100 mm; Waters)			reverse phase							Mass spectrometry	positive			50-2000			Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			SD-B00303	FILES/SD-B00303.raw.zip	Data transformation	N2		Metabolite identification	m_mtbls352_metabolite_profiling_mass_spectrometry_v2_maf	m_MTBLS352_metabolite_profiling_mass_spectrometry_v2_maf.tsv
20150417_QC_POS_14	Extraction	isopropanol			none			20150417_QC_POS_14	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 μm, 2.1 mm x 100 mm; Waters)			reverse phase							Mass spectrometry	positive			50-2000			Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20150417_QC_POS_14	FILES/20150417_QC_POS_14.raw.zip	Data transformation	N2		Metabolite identification	m_mtbls352_metabolite_profiling_mass_spectrometry_v2_maf	m_MTBLS352_metabolite_profiling_mass_spectrometry_v2_maf.tsv
SD-B00149	Extraction	isopropanol			none			SD-B00149	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 μm, 2.1 mm x 100 mm; Waters)			reverse phase							Mass spectrometry	positive			50-2000			Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			SD-B00149	FILES/SD-B00149.raw.zip	Data transformation	N2		Metabolite identification	m_mtbls352_metabolite_profiling_mass_spectrometry_v2_maf	m_MTBLS352_metabolite_profiling_mass_spectrometry_v2_maf.tsv
SD-B00287	Extraction	isopropanol			none			SD-B00287	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 μm, 2.1 mm x 100 mm; Waters)			reverse phase							Mass spectrometry	positive			50-2000			Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			SD-B00287	FILES/SD-B00287.raw.zip	Data transformation	N2		Metabolite identification	m_mtbls352_metabolite_profiling_mass_spectrometry_v2_maf	m_MTBLS352_metabolite_profiling_mass_spectrometry_v2_maf.tsv
SD-B00253	Extraction	isopropanol			none			SD-B00253	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 μm, 2.1 mm x 100 mm; Waters)			reverse phase							Mass spectrometry	positive			50-2000			Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			SD-B00253	FILES/SD-B00253.raw.zip	Data transformation	N2		Metabolite identification	m_mtbls352_metabolite_profiling_mass_spectrometry_v2_maf	m_MTBLS352_metabolite_profiling_mass_spectrometry_v2_maf.tsv
SD-B00234	Extraction	isopropanol			none			SD-B00234	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 μm, 2.1 mm x 100 mm; Waters)			reverse phase							Mass spectrometry	positive			50-2000			Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			SD-B00234	FILES/SD-B00234.raw.zip	Data transformation	N2		Metabolite identification	m_mtbls352_metabolite_profiling_mass_spectrometry_v2_maf	m_MTBLS352_metabolite_profiling_mass_spectrometry_v2_maf.tsv
SD-B00231	Extraction	isopropanol			none			SD-B00231	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 μm, 2.1 mm x 100 mm; Waters)			reverse phase							Mass spectrometry	positive			50-2000			Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			SD-B00231	FILES/SD-B00231.raw.zip	Data transformation	N2		Metabolite identification	m_mtbls352_metabolite_profiling_mass_spectrometry_v2_maf	m_MTBLS352_metabolite_profiling_mass_spectrometry_v2_maf.tsv
SD-B00402	Extraction	isopropanol			none			SD-B00402	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 μm, 2.1 mm x 100 mm; Waters)			reverse phase							Mass spectrometry	positive			50-2000			Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			SD-B00402	FILES/SD-B00402.raw.zip	Data transformation	N2		Metabolite identification	m_mtbls352_metabolite_profiling_mass_spectrometry_v2_maf	m_MTBLS352_metabolite_profiling_mass_spectrometry_v2_maf.tsv
SD-B00240	Extraction	isopropanol			none			SD-B00240	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 μm, 2.1 mm x 100 mm; Waters)			reverse phase							Mass spectrometry	positive			50-2000			Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			SD-B00240	FILES/SD-B00240.raw.zip	Data transformation	N2		Metabolite identification	m_mtbls352_metabolite_profiling_mass_spectrometry_v2_maf	m_MTBLS352_metabolite_profiling_mass_spectrometry_v2_maf.tsv
SD-B00252	Extraction	isopropanol			none			SD-B00252	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 μm, 2.1 mm x 100 mm; Waters)			reverse phase							Mass spectrometry	positive			50-2000			Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			SD-B00252	FILES/SD-B00252.raw.zip	Data transformation	N2		Metabolite identification	m_mtbls352_metabolite_profiling_mass_spectrometry_v2_maf	m_MTBLS352_metabolite_profiling_mass_spectrometry_v2_maf.tsv
SD-B00001	Extraction	isopropanol			none			SD-B00001	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 μm, 2.1 mm x 100 mm; Waters)			reverse phase							Mass spectrometry	positive			50-2000			Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			SD-B00001	FILES/SD-B00001.raw.zip	Data transformation	N2		Metabolite identification	m_mtbls352_metabolite_profiling_mass_spectrometry_v2_maf	m_MTBLS352_metabolite_profiling_mass_spectrometry_v2_maf.tsv
SD-B00152	Extraction	isopropanol			none			SD-B00152	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 μm, 2.1 mm x 100 mm; Waters)			reverse phase							Mass spectrometry	positive			50-2000			Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			SD-B00152	FILES/SD-B00152.raw.zip	Data transformation	N2		Metabolite identification	m_mtbls352_metabolite_profiling_mass_spectrometry_v2_maf	m_MTBLS352_metabolite_profiling_mass_spectrometry_v2_maf.tsv
20150417_QC_POS_15	Extraction	isopropanol			none			20150417_QC_POS_15	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 μm, 2.1 mm x 100 mm; Waters)			reverse phase							Mass spectrometry	positive			50-2000			Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20150417_QC_POS_15	FILES/20150417_QC_POS_15.raw.zip	Data transformation	N2		Metabolite identification	m_mtbls352_metabolite_profiling_mass_spectrometry_v2_maf	m_MTBLS352_metabolite_profiling_mass_spectrometry_v2_maf.tsv
20150417_QC_POS_16	Extraction	isopropanol			none			20150417_QC_POS_16	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 μm, 2.1 mm x 100 mm; Waters)			reverse phase							Mass spectrometry	positive			50-2000			Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20150417_QC_POS_16	FILES/20150417_QC_POS_16.raw.zip	Data transformation	N2		Metabolite identification	m_mtbls352_metabolite_profiling_mass_spectrometry_v2_maf	m_MTBLS352_metabolite_profiling_mass_spectrometry_v2_maf.tsv
20150417_QC_POS_17	Extraction	isopropanol			none			20150417_QC_POS_17	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 μm, 2.1 mm x 100 mm; Waters)			reverse phase							Mass spectrometry	positive			50-2000			Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20150417_QC_POS_17	FILES/20150417_QC_POS_17.raw.zip	Data transformation	N2		Metabolite identification	m_mtbls352_metabolite_profiling_mass_spectrometry_v2_maf	m_MTBLS352_metabolite_profiling_mass_spectrometry_v2_maf.tsv
20150418QC_POS_6	Extraction	isopropanol			none			20150418QC_POS_6	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 μm, 2.1 mm x 100 mm; Waters)			reverse phase							Mass spectrometry	positive			50-2000			Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20150418QC_POS_6	FILES/20150418QC_POS_6.raw.zip	Data transformation	N2		Metabolite identification	m_mtbls352_metabolite_profiling_mass_spectrometry_v2_maf	m_MTBLS352_metabolite_profiling_mass_spectrometry_v2_maf.tsv
20150418QC_POS_7	Extraction	isopropanol			none			20150418QC_POS_7	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 μm, 2.1 mm x 100 mm; Waters)			reverse phase							Mass spectrometry	positive			50-2000			Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20150418QC_POS_7	FILES/20150418QC_POS_7.raw.zip	Data transformation	N2		Metabolite identification	m_mtbls352_metabolite_profiling_mass_spectrometry_v2_maf	m_MTBLS352_metabolite_profiling_mass_spectrometry_v2_maf.tsv
20150418QC_POS_8	Extraction	isopropanol			none			20150418QC_POS_8	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 μm, 2.1 mm x 100 mm; Waters)			reverse phase							Mass spectrometry	positive			50-2000			Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20150418QC_POS_8	FILES/20150418QC_POS_8.raw.zip	Data transformation	N2		Metabolite identification	m_mtbls352_metabolite_profiling_mass_spectrometry_v2_maf	m_MTBLS352_metabolite_profiling_mass_spectrometry_v2_maf.tsv
20150418QC_POS_9	Extraction	isopropanol			none			20150418QC_POS_9	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 μm, 2.1 mm x 100 mm; Waters)			reverse phase							Mass spectrometry	positive			50-2000			Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20150418QC_POS_9	FILES/20150418QC_POS_9.raw.zip	Data transformation	N2		Metabolite identification	m_mtbls352_metabolite_profiling_mass_spectrometry_v2_maf	m_MTBLS352_metabolite_profiling_mass_spectrometry_v2_maf.tsv
20150418QC_POS_10	Extraction	isopropanol			none			20150418QC_POS_10	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 μm, 2.1 mm x 100 mm; Waters)			reverse phase							Mass spectrometry	positive			50-2000			Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20150418QC_POS_10	FILES/20150418QC_POS_10.raw.zip	Data transformation	N2		Metabolite identification	m_mtbls352_metabolite_profiling_mass_spectrometry_v2_maf	m_MTBLS352_metabolite_profiling_mass_spectrometry_v2_maf.tsv
SD-B00239	Extraction	isopropanol			none			SD-B00239	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 μm, 2.1 mm x 100 mm; Waters)			reverse phase							Mass spectrometry	positive			50-2000			Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			SD-B00239	FILES/SD-B00239.raw.zip	Data transformation	N2		Metabolite identification	m_mtbls352_metabolite_profiling_mass_spectrometry_v2_maf	m_MTBLS352_metabolite_profiling_mass_spectrometry_v2_maf.tsv
SD-B00399	Extraction	isopropanol			none			SD-B00399	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 μm, 2.1 mm x 100 mm; Waters)			reverse phase							Mass spectrometry	positive			50-2000			Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			SD-B00399	FILES/SD-B00399.raw.zip	Data transformation	N2		Metabolite identification	m_mtbls352_metabolite_profiling_mass_spectrometry_v2_maf	m_MTBLS352_metabolite_profiling_mass_spectrometry_v2_maf.tsv
SD-B00292	Extraction	isopropanol			none			SD-B00292	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 μm, 2.1 mm x 100 mm; Waters)			reverse phase							Mass spectrometry	positive			50-2000			Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			SD-B00292	FILES/SD-B00292.raw.zip	Data transformation	N2		Metabolite identification	m_mtbls352_metabolite_profiling_mass_spectrometry_v2_maf	m_MTBLS352_metabolite_profiling_mass_spectrometry_v2_maf.tsv
SD-B00306	Extraction	isopropanol			none			SD-B00306	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 μm, 2.1 mm x 100 mm; Waters)			reverse phase							Mass spectrometry	positive			50-2000			Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			SD-B00306	FILES/SD-B00306.raw.zip	Data transformation	N2		Metabolite identification	m_mtbls352_metabolite_profiling_mass_spectrometry_v2_maf	m_MTBLS352_metabolite_profiling_mass_spectrometry_v2_maf.tsv
SD-B00321	Extraction	isopropanol			none			SD-B00321	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 μm, 2.1 mm x 100 mm; Waters)			reverse phase							Mass spectrometry	positive			50-2000			Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			SD-B00321	FILES/SD-B00321.raw.zip	Data transformation	N2		Metabolite identification	m_mtbls352_metabolite_profiling_mass_spectrometry_v2_maf	m_MTBLS352_metabolite_profiling_mass_spectrometry_v2_maf.tsv
SD-B00052	Extraction	isopropanol			none			SD-B00052	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 μm, 2.1 mm x 100 mm; Waters)			reverse phase							Mass spectrometry	positive			50-2000			Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			SD-B00052	FILES/SD-B00052.raw.zip	Data transformation	N2		Metabolite identification	m_mtbls352_metabolite_profiling_mass_spectrometry_v2_maf	m_MTBLS352_metabolite_profiling_mass_spectrometry_v2_maf.tsv
SD-B00364	Extraction	isopropanol			none			SD-B00364	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 μm, 2.1 mm x 100 mm; Waters)			reverse phase							Mass spectrometry	positive			50-2000			Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			SD-B00364	FILES/SD-B00364.raw.zip	Data transformation	N2		Metabolite identification	m_mtbls352_metabolite_profiling_mass_spectrometry_v2_maf	m_MTBLS352_metabolite_profiling_mass_spectrometry_v2_maf.tsv
SD-B00318	Extraction	isopropanol			none			SD-B00318	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 μm, 2.1 mm x 100 mm; Waters)			reverse phase							Mass spectrometry	positive			50-2000			Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			SD-B00318	FILES/SD-B00318.raw.zip	Data transformation	N2		Metabolite identification	m_mtbls352_metabolite_profiling_mass_spectrometry_v2_maf	m_MTBLS352_metabolite_profiling_mass_spectrometry_v2_maf.tsv
SD-B00142	Extraction	isopropanol			none			SD-B00142	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 μm, 2.1 mm x 100 mm; Waters)			reverse phase							Mass spectrometry	positive			50-2000			Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			SD-B00142	FILES/SD-B00142.raw.zip	Data transformation	N2		Metabolite identification	m_mtbls352_metabolite_profiling_mass_spectrometry_v2_maf	m_MTBLS352_metabolite_profiling_mass_spectrometry_v2_maf.tsv
SD-B00369	Extraction	isopropanol			none			SD-B00369	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 μm, 2.1 mm x 100 mm; Waters)			reverse phase							Mass spectrometry	positive			50-2000			Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			SD-B00369	FILES/SD-B00369.raw.zip	Data transformation	N2		Metabolite identification	m_mtbls352_metabolite_profiling_mass_spectrometry_v2_maf	m_MTBLS352_metabolite_profiling_mass_spectrometry_v2_maf.tsv
20150418QC_POS_11	Extraction	isopropanol			none			20150418QC_POS_11	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 μm, 2.1 mm x 100 mm; Waters)			reverse phase							Mass spectrometry	positive			50-2000			Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20150418QC_POS_11	FILES/20150418QC_POS_11.raw.zip	Data transformation	N2		Metabolite identification	m_mtbls352_metabolite_profiling_mass_spectrometry_v2_maf	m_MTBLS352_metabolite_profiling_mass_spectrometry_v2_maf.tsv
SD-B00036	Extraction	isopropanol			none			SD-B00036	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 μm, 2.1 mm x 100 mm; Waters)			reverse phase							Mass spectrometry	positive			50-2000			Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			SD-B00036	FILES/SD-B00036.raw.zip	Data transformation	N2		Metabolite identification	m_mtbls352_metabolite_profiling_mass_spectrometry_v2_maf	m_MTBLS352_metabolite_profiling_mass_spectrometry_v2_maf.tsv
SD-B00322	Extraction	isopropanol			none			SD-B00322	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 μm, 2.1 mm x 100 mm; Waters)			reverse phase							Mass spectrometry	positive			50-2000			Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			SD-B00322	FILES/SD-B00322.raw.zip	Data transformation	N2		Metabolite identification	m_mtbls352_metabolite_profiling_mass_spectrometry_v2_maf	m_MTBLS352_metabolite_profiling_mass_spectrometry_v2_maf.tsv
SD-B00280	Extraction	isopropanol			none			SD-B00280	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 μm, 2.1 mm x 100 mm; Waters)			reverse phase							Mass spectrometry	positive			50-2000			Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			SD-B00280	FILES/SD-B00280.raw.zip	Data transformation	N2		Metabolite identification	m_mtbls352_metabolite_profiling_mass_spectrometry_v2_maf	m_MTBLS352_metabolite_profiling_mass_spectrometry_v2_maf.tsv
SD-B00159	Extraction	isopropanol			none			SD-B00159	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 μm, 2.1 mm x 100 mm; Waters)			reverse phase							Mass spectrometry	positive			50-2000			Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			SD-B00159	FILES/SD-B00159.raw.zip	Data transformation	N2		Metabolite identification	m_mtbls352_metabolite_profiling_mass_spectrometry_v2_maf	m_MTBLS352_metabolite_profiling_mass_spectrometry_v2_maf.tsv
SD-B00023	Extraction	isopropanol			none			SD-B00023	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 μm, 2.1 mm x 100 mm; Waters)			reverse phase							Mass spectrometry	positive			50-2000			Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			SD-B00023	FILES/SD-B00023.raw.zip	Data transformation	N2		Metabolite identification	m_mtbls352_metabolite_profiling_mass_spectrometry_v2_maf	m_MTBLS352_metabolite_profiling_mass_spectrometry_v2_maf.tsv
